"last_updated","date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_boosters_2","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_boosters_2","total_vaccines_distributed","change_active","total_active","positivity_rate"
"2022-08-26 21:15:06",2021-11-15,3441,46,102817,-23,1,3789,90661,34742,40144,5,1918712,1752520,29382,47953085,1590,496,1697913,59713994,28741900,918914,2094,66937408,-394,25225,0.03346722818211
"2022-08-26 21:15:06",2021-11-16,1842,21,63169,172,-10,2171,63875,24784,27723,19,0,1754362,29403,48016254,1762,486,1700084,59777869,28766684,946637,2113,66937408,-350,24875,0.0291598727223796
"2022-08-26 21:15:06",2021-11-17,2441,28,102243,-31,-2,2029,75832,32916,24373,14,-7500,1756803,29431,48118497,1731,484,1702113,59853701,28799600,971010,2127,66929908,384,25259,0.0238744950754575
"2022-08-26 21:15:06",2021-11-18,2736,31,84804,-32,-16,2133,74623,30400,27050,22,0,1759539,29462,48203301,1699,468,1704246,59928324,28830000,998060,2149,66929908,572,25831,0.0322626291212679
"2022-08-26 21:15:06",2021-11-19,2835,18,74860,-21,-4,1803,65182,25561,26842,22,0,1762374,29480,48278161,1678,464,1706049,59993506,28855561,1024902,2171,66929908,1014,26845,0.0378706919583222
"2022-08-26 21:15:06",2021-11-20,1841,7,56871,12,0,686,31463,16269,6165,23,0,1764215,29487,48335032,1690,464,1706735,60024969,28871830,1031067,2194,66929908,1148,27993,0.0323715074466776
"2022-08-26 21:15:06",2021-11-21,3043,10,54780,-181,4,5173,22236,13078,1855,10,0,1767258,29497,48389812,1509,468,1711908,60047205,28884908,1032922,2204,66929908,-2140,25853,0.0555494706097116
"2022-08-26 21:15:06",2021-11-22,2814,29,149342,-15,5,3915,91272,33173,43094,5,92494,1770072,29526,48539154,1494,473,1715823,60138477,28918081,1076016,2209,67022402,-1130,24723,0.0188426564529737
"2022-08-26 21:15:06",2021-11-23,2223,29,69005,178,-1,1977,35848,15039,12588,15,0,1772295,29555,48608159,1672,472,1717800,60174325,28933120,1088604,2224,67022402,217,24940,0.0322150568799362
"2022-08-26 21:15:06",2021-11-24,2599,25,95842,-19,1,1768,52263,12338,39590,8,167660,1774894,29580,48704001,1653,473,1719568,60226588,28945458,1128194,2232,67190062,806,25746,0.0271175476304752
"2022-08-26 21:15:06",2021-11-25,2849,20,100514,-76,4,1801,69964,23960,28855,14,0,1777743,29600,48804515,1577,477,1721369,60296552,28969418,1157049,2246,67190062,1028,26774,0.028344310245339
"2022-08-26 21:15:06",2021-11-26,4349,17,98822,-9,-1,1635,86764,25201,28470,12,0,1782092,29617,48903337,1568,476,1723004,60383316,28994619,1185519,2258,67190062,2697,29471,0.0440084191779158
"2022-08-26 21:15:06",2021-11-27,2811,10,65169,-19,-10,5878,67431,12455,6366,7,0,1784903,29627,48968506,1549,466,1728882,60450747,29007074,1191885,2265,67190062,-3077,26394,0.0431340054320306
"2022-08-26 21:15:06",2021-11-28,2584,5,57813,-135,-1,1558,74563,10480,2987,14,0,1787487,29632,49026319,1414,465,1730440,60525310,29017554,1194872,2279,67190062,1021,27415,0.0446958296576894
"2022-08-26 21:15:06",2021-11-29,2606,37,119648,42,5,3362,135720,22702,44105,8,0,1790093,29669,49145967,1456,470,1733802,60661030,29040256,1238977,2287,67190062,-793,26622,0.0217805562984755
"2022-08-26 21:15:06",2021-11-30,2393,18,78958,126,0,1968,111921,13964,28737,14,215440,1792486,29687,49224925,1582,470,1735770,60772951,29054220,1267714,2301,67405502,407,27029,0.0303072519567365
"2022-08-26 21:15:06",2021-12-01,3130,27,84064,36,-4,1974,117333,22186,41814,19,0,1795616,29714,49308989,1618,466,1737744,60890284,29076406,1309528,2320,67405502,1129,28158,0.0372335363532547
"2022-08-26 21:15:06",2021-12-02,3234,23,107234,-44,-5,1900,126238,18273,38948,34,0,1798850,29737,49416223,1574,461,1739644,61016522,29094679,1348476,2354,67405502,1311,29469,0.0301583453009307
"2022-08-26 21:15:06",2021-12-03,3482,20,106096,-48,-7,1817,879740,16802,778921,13878,4331910,1802332,29757,49522319,1526,454,1741461,61896262,29111481,2127397,16232,71737412,1645,31114,0.0328193334338712
"2022-08-26 21:15:06",2021-12-04,2633,9,72953,-8,13,5574,124124,10550,56253,126,0,1804965,29766,49595272,1518,467,1747035,62020386,29122031,2183650,16358,71737412,-2950,28164,0.0360917302921059
"2022-08-26 21:15:06",2021-12-05,2705,2,65071,-145,2,1876,104952,8320,33281,153,0,1807670,29768,49660343,1373,469,1748911,62125338,29130351,2216931,16511,71737412,827,28991,0.0415699774092914
"2022-08-26 21:15:06",2021-12-06,4534,32,129150,-61,4,4123,180034,20974,72001,153,0,1812204,29800,49789493,1312,473,1753034,62305372,29151325,2288932,16664,71737412,379,29370,0.0351064653503678
"2022-08-26 21:15:06",2021-12-07,2976,27,83928,219,-7,3111,182557,13962,111032,144,0,1815180,29827,49873421,1531,466,1756145,62487929,29165287,2399964,16808,71737412,-162,29208,0.0354589648269946
"2022-08-26 21:15:06",2021-12-08,3543,25,112247,-28,-20,2820,182863,19931,104117,228,0,1818723,29852,49985668,1503,446,1758965,62670792,29185218,2504081,17036,71737412,698,29906,0.0315643179773179
"2022-08-26 21:15:06",2021-12-09,4264,24,116388,-39,-3,2857,175291,10659,106185,248,0,1822987,29876,50102056,1464,443,1761822,62846083,29195877,2610266,17284,71737412,1383,31289,0.0366360793208922
"2022-08-26 21:15:06",2021-12-10,4659,24,115427,-18,-4,3004,240424,12834,183697,299,0,1827646,29900,50217483,1446,439,1764826,63086507,29208711,2793963,17583,71737412,1631,32920,0.0403631732610221
"2022-08-26 21:15:06",2021-12-11,4225,9,90629,6,-4,2184,137735,10364,85428,223,0,1831871,29909,50308112,1452,435,1767010,63224242,29219075,2879391,17806,71737412,2032,34952,0.046618632005208
"2022-08-26 21:15:06",2021-12-12,3903,10,83393,-98,15,2285,107540,7442,54755,121,0,1835774,29919,50391505,1354,450,1769295,63331782,29226517,2934146,17927,71737412,1608,36560,0.046802489417577
"2022-08-26 21:15:06",2021-12-13,5265,22,153718,8,8,4823,198474,17903,108401,100,0,1841039,29941,50545223,1362,458,1774118,63530256,29244420,3042547,18027,71737412,420,36980,0.0342510311089137
"2022-08-26 21:15:06",2021-12-14,4417,28,104728,168,14,3345,261044,11634,213389,172,0,1845456,29969,50649951,1530,472,1777463,63791300,29256054,3255936,18199,71737412,1044,38024,0.0421759223894278
"2022-08-26 21:15:06",2021-12-15,5856,25,128234,-17,-14,3195,261687,15060,199088,336,0,1851312,29994,50778185,1513,458,1780658,64052987,29271114,3455024,18535,71737412,2636,40660,0.0456665159006192
"2022-08-26 21:15:06",2021-12-16,7127,18,141897,-52,-5,3395,293940,9928,237561,212,0,1858439,30012,50920082,1461,453,1784053,64346927,29281042,3692585,18747,71737412,3714,44374,0.0502265727957603
"2022-08-26 21:15:06",2021-12-17,9123,20,117873,42,-10,4048,325604,14937,269813,284,2033870,1867562,30032,51037955,1503,443,1788101,64672531,29295979,3962398,19031,73771282,5055,49429,0.0773968593316536
"2022-08-26 21:15:06",2021-12-18,9091,8,103722,48,7,3114,264743,9442,225770,186,0,1876653,30040,51141677,1551,450,1791215,64937274,29305421,4188168,19217,73771282,5969,55398,0.0876477507182661
"2022-08-26 21:15:06",2021-12-19,10237,5,99286,-63,11,1355,211384,7176,171237,162,0,1886890,30045,51240963,1488,461,1792570,65148658,29312597,4359405,19379,73771282,8877,64275,0.103106178111718
"2022-08-26 21:15:06",2021-12-20,11329,18,182036,-8,9,7771,324930,21666,249658,171,135900,1898219,30063,51422999,1480,470,1800341,65473588,29334263,4609063,19550,73907182,3540,67815,0.0622349425388385
"2022-08-26 21:15:06",2021-12-21,11772,22,182902,150,5,4421,439295,7713,388610,265,500,1909991,30085,51605901,1630,475,1804762,65912883,29341976,4997673,19815,73907682,7329,75144,0.0643623361144219
"2022-08-26 21:15:06",2021-12-22,14908,28,158062,26,-9,4398,432892,19760,378940,145,0,1924899,30113,51763963,1656,466,1809160,66345775,29361736,5376613,19960,73907682,10482,85626,0.0943174197466817
"2022-08-26 21:15:06",2021-12-23,20719,18,173085,54,10,4715,469721,15166,420273,348,0,1945618,30131,51937048,1710,476,1813875,66815496,29376902,5796886,20308,73907682,15986,101612,0.119704191582171
"2022-08-26 21:15:06",2021-12-24,25668,14,146798,51,-14,5965,357687,8340,316405,186,0,1971286,30145,52083846,1761,462,1819840,67173183,29385242,6113291,20494,73907682,19689,121301,0.174852518426682
"2022-08-26 21:15:06",2021-12-25,25223,7,131302,0,0,5431,116846,5687,115453,395,0,1996509,30152,52215148,1761,462,1825271,67290029,29390929,6228744,20889,73907682,19785,141086,0.192099130249349
"2022-08-26 21:15:06",2021-12-26,22226,17,107957,0,0,1796,14024,273,13235,6,0,2018735,30169,52323105,1761,462,1827067,67304053,29391202,6241979,20895,73907682,20413,161499,0.205878266346786
"2022-08-26 21:15:06",2021-12-27,22413,3,103327,-28,12,8486,62640,1649,58288,50,0,2041148,30172,52426432,1733,474,1835553,67366693,29392851,6300267,20945,73907682,13924,175423,0.216913294685803
"2022-08-26 21:15:06",2021-12-28,28118,46,125355,266,23,10429,284898,9054,262293,220,0,2069266,30218,52551787,1999,497,1845982,67651591,29401905,6562560,21165,73907682,17643,193066,0.224306968210283
"2022-08-26 21:15:06",2021-12-29,32563,35,290474,419,2,11229,516012,13509,462743,338,165682,2101829,30253,52842261,2418,499,1857211,68167603,29415414,7025303,21503,74073364,21299,214365,0.112102976514249
"2022-08-26 21:15:06",2021-12-30,39345,27,163004,402,15,17572,341393,10592,309999,283,6013308,2141174,30280,53005265,2820,514,1874783,68508996,29426006,7335302,21786,80086672,21746,236111,0.241374444798901
"2022-08-26 21:15:06",2021-12-31,45115,37,98917,328,30,4873,327550,11311,295721,274,0,2186289,30317,53104182,3148,544,1879656,68836546,29437317,7631023,22060,80086672,40205,276316,0.456089448729743
"2022-08-26 21:15:06",2022-01-01,44879,20,12753,268,11,4769,133451,5618,119641,204,0,2231168,30337,53116935,3416,555,1884425,68969997,29442935,7750664,22264,80086672,40090,316406,3.51909354661648
"2022-08-26 21:15:06",2022-01-02,40135,30,9452,-127,19,5901,22329,1164,19779,49,0,2271303,30367,53126387,3289,574,1890326,68992326,29444099,7770443,22313,80086672,34204,350610,4.2461912822683
"2022-08-26 21:15:06",2022-01-03,44346,31,45885,325,41,7384,114525,6521,100112,151,0,2315649,30398,53172272,3614,615,1897710,69106851,29450620,7870555,22464,80086672,36931,387541,0.966459627329193
"2022-08-26 21:15:06",2022-01-04,39327,58,376321,445,47,19292,531917,22372,474867,294,0,2354976,30456,53548593,4059,662,1917002,69638768,29472992,8345422,22758,80086672,19977,407518,0.104503867708685
"2022-08-26 21:15:06",2022-01-05,39188,68,369943,1024,39,86616,392383,16579,353903,536,21712,2394164,30524,53918536,5083,701,2003618,70031151,29489571,8699325,23294,80108384,-47496,360022,0.105929832433645
"2022-08-26 21:15:06",2022-01-06,43155,60,158135,449,52,26025,419044,22847,377455,630,110600,2437319,30584,54076671,5532,753,2029643,70450195,29512418,9076780,23924,80218984,17070,377092,0.272899737566004
"2022-08-26 21:15:06",2022-01-07,43920,84,169175,449,40,33347,422292,13159,379675,493,3880,2481239,30668,54245846,5981,793,2062990,70872487,29525577,9456455,24417,80222864,10489,387581,0.259612826954337
"2022-08-26 21:15:06",2022-01-08,40534,75,61556,305,65,12388,301130,13004,270821,573,0,2521773,30743,54307402,6286,858,2075378,71173617,29538581,9727276,24990,80222864,28071,415652,0.658489830398337
"2022-08-26 21:15:06",2022-01-09,32376,45,54334,-31,38,11403,220753,11318,192415,364,0,2554149,30788,54361736,6255,896,2086781,71394370,29549899,9919691,25354,80222864,20928,436580,0.595869989325284
"2022-08-26 21:15:06",2022-01-10,39103,75,313242,478,21,70548,401785,22744,351047,302,0,2593252,30863,54674978,6733,917,2157329,71796155,29572643,10270738,25656,80222864,-31520,405060,0.124833196059277
"2022-08-26 21:15:06",2022-01-11,29334,95,126009,1096,63,30699,422051,18616,381453,644,0,2622586,30958,54800987,7829,980,2188028,72218206,29591259,10652191,26300,80222864,-1460,403600,0.232792895745542
"2022-08-26 21:15:06",2022-01-12,33042,124,176854,485,42,35677,403151,19702,359907,644,0,2655628,31082,54977841,8314,1022,2223705,72621357,29610961,11012098,26944,80222864,-2759,400841,0.186832076175829
"2022-08-26 21:15:06",2022-01-13,31692,108,105970,423,5,29664,424289,21811,374147,859,0,2687320,31190,55083811,8737,1027,2253369,73045646,29632772,11386245,27803,80222864,1920,402761,0.299065773332075
"2022-08-26 21:15:06",2022-01-14,31869,133,193211,454,26,63363,398695,23512,346734,811,0,2719189,31323,55277022,9191,1053,2316732,73444341,29656284,11732979,28614,80222864,-31627,371134,0.164944024926117
"2022-08-26 21:15:06",2022-01-15,27894,139,76373,272,33,23426,278930,19042,239563,933,0,2747083,31462,55353395,9463,1086,2340158,73723271,29675326,11972542,29547,80222864,4329,375463,0.365233786809475
"2022-08-26 21:15:06",2022-01-16,26495,66,76296,-223,32,18803,216601,16289,180725,505,0,2773578,31528,55429691,9240,1118,2358961,73939872,29691615,12153267,30052,80222864,7626,383089,0.347265911712278
"2022-08-26 21:15:06",2022-01-17,26111,151,225152,830,29,70386,429756,19573,378000,369,383962,2799689,31679,55654843,10070,1147,2429347,74369628,29711188,12531267,30421,80606826,-44426,338663,0.115970544343377
"2022-08-26 21:15:06",2022-01-18,21296,148,60571,490,38,21406,267123,9573,245348,604,6120,2820985,31827,55715414,10560,1185,2450753,74636751,29720761,12776615,31025,80612946,-258,338405,0.351587393307028
"2022-08-26 21:15:06",2022-01-19,21994,180,89190,55,10,39283,352314,13648,310535,1219,4296188,2842979,32007,55804604,10615,1195,2490036,74989065,29734409,13087150,32244,84909134,-17469,320936,0.246597152147102
"2022-08-26 21:15:06",2022-01-20,24412,212,83573,-4,8,31597,313630,14739,290458,1334,0,2867391,32219,55888177,10611,1203,2521633,75302695,29749148,13377608,33578,84909134,-7397,313539,0.292103909157264
"2022-08-26 21:15:06",2022-01-21,22312,157,79673,95,-7,25033,311938,31389,266101,1360,558224,2889703,32376,55967850,10706,1196,2546666,75614633,29780537,13643709,34938,85467358,-2878,310661,0.280044682640292
"2022-08-26 21:15:06",2022-01-22,18105,118,51671,-127,21,11037,213616,28170,168609,1109,0,2907808,32494,56019521,10579,1217,2557703,75828249,29808707,13812318,36047,85467358,6950,317611,0.350389967293066
"2022-08-26 21:15:06",2022-01-23,16759,97,46911,-229,-2,37229,177433,35955,126418,640,0,2924567,32591,56066432,10350,1215,2594932,76005682,29844662,13938736,36687,85467358,-20567,297044,0.357250964592526
"2022-08-26 21:15:06",2022-01-24,20397,194,60362,329,7,42240,318933,27934,265510,518,97722,2944964,32785,56126794,10679,1222,2637172,76324615,29872596,14204246,37205,85565080,-22037,275007,0.33791126867897
"2022-08-26 21:15:06",2022-01-25,14882,180,295550,193,33,30805,331455,47189,259002,1202,0,2959846,32965,56422344,10872,1255,2667977,76656070,29919785,14463248,38407,85565080,-16103,258904,0.0503535780747758
"2022-08-26 21:15:06",2022-01-26,18234,226,124524,73,-42,28482,258622,36279,205793,1032,0,2978080,33191,56546868,10945,1213,2696459,76914692,29956064,14669041,39439,85565080,-10474,248430,0.146429603931772
"2022-08-26 21:15:06",2022-01-27,18780,182,68862,-384,-15,36261,254058,39700,196519,1147,0,2996860,33373,56615730,10561,1198,2732720,77168750,29995764,14865560,40586,85565080,-17663,230767,0.272719351746972
"2022-08-26 21:15:06",2022-01-28,17191,149,65900,-123,9,17540,249332,39000,193246,1100,0,3014051,33522,56681630,10438,1207,2750260,77418082,30034764,15058806,41686,85565080,-498,230269,0.260864946889226
"2022-08-26 21:15:06",2022-01-29,10064,106,32829,-99,-7,7921,170869,34786,123425,900,0,3024115,33628,56714459,10339,1200,2758181,77588951,30069550,15182231,42586,85565080,2037,232306,0.306558225958756
"2022-08-26 21:15:06",2022-01-30,9151,93,29678,-377,-11,21731,142866,43382,88782,498,0,3033266,33721,56744137,9962,1189,2779912,77731817,30112932,15271013,43084,85565080,-12673,219633,0.308342880247995
"2022-08-26 21:15:06",2022-01-31,20371,151,56153,-137,-8,27282,327054,51408,193645,55134,573250,3053637,33872,56800290,9825,1181,2807194,78058871,30164340,15464658,98218,86138330,-7062,212571,0.362776699374922
"2022-08-26 21:15:06",2022-02-01,11682,160,210086,121,-14,21839,198006,30851,150831,3299,1180,3065319,34032,57010376,9946,1167,2829033,78256877,30195191,15615489,101517,86139510,-10317,202254,0.0556057995297164
"2022-08-26 21:15:06",2022-02-02,14859,179,55843,-274,-32,15316,191499,44408,122776,17204,0,3080178,34211,57066219,9672,1135,2844349,78448376,30239599,15738265,118721,86139510,-636,201618,0.266085274788246
"2022-08-26 21:15:06",2022-02-03,14631,170,113669,-246,-17,36892,179707,35241,121837,11846,262850,3094809,34381,57179888,9426,1118,2881241,78628083,30274840,15860102,130567,86402360,-22431,179187,0.128715832812816
"2022-08-26 21:15:06",2022-02-04,13672,155,53212,-348,-31,12940,159940,38021,106506,3633,1082,3108481,34536,57233100,9078,1087,2894181,78788023,30312861,15966608,134200,86403442,577,179764,0.256934526046756
"2022-08-26 21:15:06",2022-02-05,7550,93,25393,-250,-24,5846,114604,28930,72944,4166,0,3116031,34629,57258493,8828,1063,2900027,78902627,30341791,16039552,138366,86403442,1611,181375,0.297326034733982
"2022-08-26 21:15:06",2022-02-06,6987,90,21486,-323,-19,6536,97176,33318,55645,1026,0,3123018,34719,57279979,8505,1044,2906563,78999803,30375109,16095197,139392,86403442,361,181736,0.325188494833845
"2022-08-26 21:15:06",2022-02-07,15060,127,52028,-80,-7,18604,198898,56594,134317,1479,0,3138078,34846,57332007,8425,1037,2925167,79198701,30431703,16229514,140871,86403442,-3671,178065,0.289459521795956
"2022-08-26 21:15:06",2022-02-08,9314,122,154963,128,-1,29325,118864,20822,80004,3225,0,3147392,34968,57486970,8553,1036,2954492,79317565,30452525,16309518,144096,86403442,-20133,157932,0.0601046701470674
"2022-08-26 21:15:06",2022-02-09,10952,149,95986,-357,-26,11948,125243,30960,82016,3172,0,3158344,35117,57582956,8196,1010,2966440,79442808,30483485,16391534,147268,86403442,-1145,156787,0.114099972912716
"2022-08-26 21:15:06",2022-02-10,10923,114,31956,-219,-20,18284,133659,34551,83743,4710,0,3169267,35231,57614912,7977,990,2984724,79576467,30518036,16475277,151978,86403442,-7475,149312,0.34181374389786
"2022-08-26 21:15:06",2022-02-11,9869,140,35994,-225,-23,6795,124457,39631,77237,4545,0,3179136,35371,57650906,7752,967,2991519,79700924,30557667,16552514,156523,86403442,2934,152246,0.274184586319942
"2022-08-26 21:15:06",2022-02-12,5612,63,18985,-199,-29,3306,82964,22125,50694,3354,0,3184748,35434,57669891,7553,938,2994825,79783888,30579792,16603208,159877,86403442,2243,154489,0.295601790887543
"2022-08-26 21:15:06",2022-02-13,5282,35,16962,-248,-24,15559,69392,24031,39290,893,0,3190030,35469,57686853,7305,914,3010384,79853280,30603823,16642498,160770,86403442,-10312,144177,0.311401957316354
"2022-08-26 21:15:06",2022-02-14,10058,106,30365,-273,-36,11930,66815,23310,41997,-3431,0,3200088,35575,57717218,7032,878,3022314,79920095,30627133,16684495,157339,86403442,-1978,142199,0.33123662110983
"2022-08-26 21:15:06",2022-02-15,7700,104,24837,128,-15,13365,154564,33120,102133,2347,53230,3207788,35679,57742055,7160,863,3035679,80074659,30660253,16786628,159686,86456672,-5769,136430,0.310021339131135
"2022-08-26 21:15:06",2022-02-16,7727,111,147718,-285,-32,9172,86938,32456,51733,2787,0,3215515,35790,57889773,6875,831,3044851,80161597,30692709,16838361,162473,86456672,-1556,134874,0.0523091295576707
"2022-08-26 21:15:06",2022-02-17,9509,137,59326,-206,-15,13842,93796,30180,53076,3168,-1970,3225024,35927,57949099,6669,816,3058693,80255393,30722889,16891437,165641,86454702,-4470,130404,0.160283855307959
"2022-08-26 21:15:06",2022-02-18,7333,73,49753,-162,-22,9742,83405,24367,49969,3336,0,3232357,36000,57998852,6507,794,3068435,80338798,30747256,16941406,168977,86454702,-2482,127922,0.147388097200169
"2022-08-26 21:15:06",2022-02-19,4180,16,14174,-141,-21,2623,60645,13170,40883,2515,0,3236537,36016,58013026,6366,773,3071058,80399443,30760426,16982289,171492,86454702,1541,129463,0.294906166219839
"2022-08-26 21:15:06",2022-02-20,3377,29,16752,-172,-11,2671,52897,12111,37504,729,0,3239914,36045,58029778,6194,762,3073729,80452340,30772537,17019793,172221,86454702,677,130140,0.201587870105062
"2022-08-26 21:15:06",2022-02-21,1948,5,54079,18,5,8858,29915,5879,22019,446,0,3241862,36050,58083857,6212,767,3082587,80482255,30778416,17041812,172667,86454702,-6915,123225,0.0360213761349137
"2022-08-26 21:15:06",2022-02-22,8794,115,56443,-247,-48,9330,135610,29762,88465,1182,0,3250656,36165,58140300,5965,719,3091917,80617865,30808178,17130277,173849,86454702,-651,122574,0.155803199688181
"2022-08-26 21:15:06",2022-02-23,8746,93,35620,-62,-15,13065,66997,26029,39083,2893,0,3259402,36258,58175920,5903,704,3104982,80684862,30834207,17169360,176742,86454702,-4412,118162,0.245536215609208
"2022-08-26 21:15:06",2022-02-24,8189,123,69531,-219,-30,11002,62020,10132,37004,3050,0,3267591,36381,58245451,5684,674,3115984,80746882,30844339,17206364,179792,86454702,-2936,115226,0.117774805482447
"2022-08-26 21:15:06",2022-02-25,6638,97,33300,-228,-12,4348,64455,24879,38220,2857,30970,3274229,36478,58278751,5456,662,3120332,80811337,30869218,17244584,182649,86485672,2193,117419,0.199339339339339
"2022-08-26 21:15:06",2022-02-26,2338,34,16052,21,-13,6532,44733,10127,29335,2153,0,3276567,36512,58294803,5477,649,3126864,80856070,30879345,17273919,184802,86485672,-4228,113191,0.145651632195365
"2022-08-26 21:15:06",2022-02-27,4212,29,15434,-182,-3,3986,43749,10301,30105,1005,0,3280779,36541,58310237,5295,646,3130850,80899819,30889646,17304024,185807,86485672,197,113388,0.272903978229882
"2022-08-26 21:15:06",2022-02-28,8321,56,35725,-226,-29,6856,340525,23129,311626,1041,60,3289100,36597,58345962,5069,617,3137706,81240344,30912775,17615650,186848,86485732,1409,114797,0.232918124562631
"2022-08-26 21:15:06",2022-03-01,4948,45,17972,26,-10,3990,42903,2676,28316,1698,0,3294048,36642,58363934,5095,607,3141696,81283247,30915451,17643966,188546,86485732,913,115710,0.275317160026708
"2022-08-26 21:15:06",2022-03-02,6228,81,123872,-122,-3,9351,33628,15675,19603,1842,0,3300276,36723,58487806,4973,604,3151047,81316875,30931126,17663569,190388,86485732,-3204,112506,0.0502777060191165
"2022-08-26 21:15:06",2022-03-03,8004,124,31858,-93,-20,6984,40724,3876,24455,1594,0,3308280,36847,58519664,4880,584,3158031,81357599,30935002,17688024,191982,86485732,896,113402,0.251239876953983
"2022-08-26 21:15:06",2022-03-04,6237,69,26022,-166,-18,3993,56160,18764,38378,2224,243200,3314517,36916,58545686,4714,566,3162024,81413759,30953766,17726402,194206,86728932,2175,115577,0.239681807701176
"2022-08-26 21:15:06",2022-03-05,3284,40,14264,-26,-9,1937,28788,7434,17504,1592,0,3317801,36956,58559950,4688,557,3163961,81442547,30961200,17743906,195798,86728932,1307,116884,0.230229949523275
"2022-08-26 21:15:06",2022-03-06,2997,41,12119,-166,-8,1645,27928,8862,16647,659,0,3320798,36997,58572069,4522,549,3165606,81470475,30970062,17760553,196457,86728932,1311,118195,0.247297631817807
"2022-08-26 21:15:06",2022-03-07,5317,44,23060,-69,3,4033,43962,15221,24213,868,0,3326115,37041,58595129,4453,552,3169639,81514437,30985283,17784766,197325,86728932,1240,119435,0.230572419774501
"2022-08-26 21:15:06",2022-03-08,7172,57,20136,37,-8,3601,20924,5858,11842,1288,0,3333287,37098,58615265,4490,544,3173240,81535361,30991141,17796608,198613,86728932,3514,122949,0.356177989670242
"2022-08-26 21:15:06",2022-03-09,5992,63,26974,-67,-11,3932,30119,9423,15808,1771,0,3339279,37161,58642239,4423,533,3177172,81565480,31000564,17812416,200384,86728932,1997,124946,0.222139838362868
"2022-08-26 21:15:06",2022-03-10,8414,71,20623,-124,-11,8811,34877,3650,18448,2466,8689136,3347693,37232,58662862,4299,522,3185983,81600357,31004214,17830864,202850,95418068,-468,124478,0.407991077922708
"2022-08-26 21:15:06",2022-03-11,6541,-377,24009,-106,-20,16774,31918,9252,17718,2366,0,3354234,36855,58686871,4193,502,3202757,81632275,31013466,17848582,205216,95418068,-9856,114622,0.272439501853472
"2022-08-26 21:15:06",2022-03-12,2015,20,13005,5,-6,1722,25052,7292,14117,1692,0,3356249,36875,58699876,4198,496,3204479,81657327,31020758,17862699,206908,95418068,273,114895,0.154940407535563
"2022-08-26 21:15:06",2022-03-13,3096,28,11874,0,-4,4012,25251,8847,14027,796,0,3359345,36903,58711750,4198,492,3208491,81682578,31029605,17876726,207704,95418068,-944,113951,0.260737746336534
"2022-08-26 21:15:06",2022-03-14,4338,44,17258,-240,-3,2703,39981,15284,21228,870,0,3363683,36947,58729008,3958,489,3211194,81722559,31044889,17897954,208574,95418068,1591,115542,0.251361687333411
"2022-08-26 21:15:06",2022-03-15,11833,46,15468,100,-9,5310,27298,7670,15938,1463,0,3375516,36993,58744476,4058,480,3216504,81749857,31052559,17913892,210037,95418068,6477,122019,0.764998707008017
"2022-08-26 21:15:06",2022-03-16,5790,30,20486,-152,-31,3755,28006,7996,15515,2238,0,3381306,37023,58764962,3906,449,3220259,81777863,31060555,17929407,212275,95418068,2005,124024,0.282632041394123
"2022-08-26 21:15:06",2022-03-17,5925,81,18769,-76,-18,4977,29800,8962,16212,2083,0,3387231,37104,58783731,3830,431,3225236,81807663,31069517,17945619,214358,95418068,867,124891,0.315680110821035
"2022-08-26 21:15:06",2022-03-18,5219,35,18186,-64,-19,7376,29043,8393,16091,2241,0,3392450,37139,58801917,3766,412,3232612,81836706,31077910,17961710,216599,95418068,-2192,122699,0.286978994831189
"2022-08-26 21:15:06",2022-03-19,3911,16,12180,-2,-8,1704,22425,6234,12579,1972,0,3396361,37155,58814097,3764,404,3234316,81859131,31084144,17974289,218571,95418068,2191,124890,0.321100164203612
"2022-08-26 21:15:06",2022-03-20,2164,18,10967,-62,-3,3974,33661,9082,47469,1090,0,3398525,37173,58825064,3702,401,3238290,81892792,31093226,18021758,219661,95418068,-1828,123062,0.197319230418528
"2022-08-26 21:15:06",2022-03-21,3339,24,11141,-28,7,2365,27460,10582,14633,566,0,3401864,37197,58836205,3674,408,3240655,81920252,31103808,18036391,220227,95418068,950,124012,0.299703796786644
"2022-08-26 21:15:06",2022-03-22,11726,32,21700,139,1,8140,21519,5750,12419,1286,0,3413590,37229,58857905,3813,409,3248795,81941771,31109558,18048810,221513,95418068,3554,127566,0.54036866359447
"2022-08-26 21:15:06",2022-03-23,6966,46,27796,-38,-7,2853,34312,9213,19381,2899,0,3420556,37275,58885701,3775,402,3251648,81976083,31118771,18068191,224412,95418068,4067,131633,0.250611598791193
"2022-08-26 21:15:06",2022-03-24,2429,95,17021,55,-2,4791,22269,6526,11430,2377,0,3422985,37370,58902722,3830,400,3256439,81998352,31125297,18079621,226789,95418068,-2457,129176,0.142706068973621
"2022-08-26 21:15:06",2022-03-25,6291,45,18744,-9,0,3283,24820,5908,14333,2833,0,3429276,37415,58921466,3821,400,3259722,82023172,31131205,18093954,229622,95418068,2963,132139,0.335627400768246
"2022-08-26 21:15:06",2022-03-26,5929,9,17341,40,-4,1921,20636,4745,11249,3138,0,3435205,37424,58938807,3861,396,3261643,82043808,31135950,18105203,232760,95418068,3999,136138,0.341906464448417
